-15025max;-19788mean;2890std;poly;Depth: 1, n_estimators: 1, lr: 0.010000
-0077max;-0102mean;0015std;poly;Depth: 1, n_estimators: 1, lr: 0.130000
-0109max;-0160mean;0035std;normal;Depth: 1, n_estimators: 1, lr: 0.130000
-0066max;-0087mean;0013std;poly;Depth: 1, n_estimators: 1, lr: 0.140000
-0093max;-0137mean;0030std;normal;Depth: 1, n_estimators: 1, lr: 0.140000
-0057max;-0075mean;0011std;poly;Depth: 1, n_estimators: 1, lr: 0.150000
-0081max;-0118mean;0026std;normal;Depth: 1, n_estimators: 1, lr: 0.150000
-0049max;-0065mean;0010std;poly;Depth: 1, n_estimators: 1, lr: 0.160000
-0070max;-0103mean;0023std;normal;Depth: 1, n_estimators: 1, lr: 0.160000
-0043max;-0057mean;0009std;poly;Depth: 1, n_estimators: 1, lr: 0.170000
-0062max;-0090mean;0020std;normal;Depth: 1, n_estimators: 1, lr: 0.170000
-0038max;-0050mean;0008std;poly;Depth: 1, n_estimators: 1, lr: 0.180000
-0054max;-0080mean;0018std;normal;Depth: 1, n_estimators: 1, lr: 0.180000
-0033max;-0044mean;0007std;poly;Depth: 1, n_estimators: 1, lr: 0.190000
-0048max;-0071mean;0016std;normal;Depth: 1, n_estimators: 1, lr: 0.190000
-0030max;-0039mean;0006std;poly;Depth: 1, n_estimators: 1, lr: 0.200000
-0043max;-0064mean;0014std;normal;Depth: 1, n_estimators: 1, lr: 0.200000
-0027max;-0035mean;0005std;poly;Depth: 1, n_estimators: 1, lr: 0.210000
-0039max;-0057mean;0013std;normal;Depth: 1, n_estimators: 1, lr: 0.210000
-0024max;-0032mean;0005std;poly;Depth: 1, n_estimators: 1, lr: 0.220000
-0035max;-0052mean;0011std;normal;Depth: 1, n_estimators: 1, lr: 0.220000
-0021max;-0029mean;0004std;poly;Depth: 1, n_estimators: 1, lr: 0.230000
-0032max;-0047mean;0010std;normal;Depth: 1, n_estimators: 1, lr: 0.230000
-0019max;-0026mean;0004std;poly;Depth: 1, n_estimators: 1, lr: 0.240000
-0029max;-0043mean;0010std;normal;Depth: 1, n_estimators: 1, lr: 0.240000
-0018max;-0023mean;0004std;poly;Depth: 1, n_estimators: 1, lr: 0.250000
-0026max;-0039mean;0009std;normal;Depth: 1, n_estimators: 1, lr: 0.250000
-0016max;-0021mean;0003std;poly;Depth: 1, n_estimators: 1, lr: 0.260000
-0024max;-0036mean;0008std;normal;Depth: 1, n_estimators: 1, lr: 0.260000
-0015max;-0020mean;0003std;poly;Depth: 1, n_estimators: 1, lr: 0.270000
-0022max;-0033mean;0007std;normal;Depth: 1, n_estimators: 1, lr: 0.270000
-0013max;-0018mean;0003std;poly;Depth: 1, n_estimators: 1, lr: 0.280000
-0020max;-0030mean;0007std;normal;Depth: 1, n_estimators: 1, lr: 0.280000
-0012max;-0016mean;0002std;poly;Depth: 1, n_estimators: 1, lr: 0.290000
-0019max;-0028mean;0006std;normal;Depth: 1, n_estimators: 1, lr: 0.290000
-0011max;-0015mean;0002std;poly;Depth: 1, n_estimators: 1, lr: 0.300000
-0017max;-0026mean;0006std;normal;Depth: 1, n_estimators: 1, lr: 0.300000
-0010max;-0014mean;0002std;poly;Depth: 1, n_estimators: 1, lr: 0.310000
-0016max;-0024mean;0005std;normal;Depth: 1, n_estimators: 1, lr: 0.310000
-0009max;-0013mean;0002std;poly;Depth: 1, n_estimators: 1, lr: 0.320000
-0015max;-0022mean;0005std;normal;Depth: 1, n_estimators: 1, lr: 0.320000
-0009max;-0012mean;0002std;poly;Depth: 1, n_estimators: 1, lr: 0.330000
-0014max;-0021mean;0005std;normal;Depth: 1, n_estimators: 1, lr: 0.330000
-0008max;-0011mean;0002std;poly;Depth: 1, n_estimators: 1, lr: 0.340000
-0013max;-0019mean;0004std;normal;Depth: 1, n_estimators: 1, lr: 0.340000
-0007max;-0010mean;0001std;poly;Depth: 1, n_estimators: 1, lr: 0.350000
-0012max;-0018mean;0004std;normal;Depth: 1, n_estimators: 1, lr: 0.350000
-0007max;-0009mean;0001std;poly;Depth: 1, n_estimators: 1, lr: 0.360000
-0011max;-0017mean;0004std;normal;Depth: 1, n_estimators: 1, lr: 0.360000
-0006max;-0009mean;0001std;poly;Depth: 1, n_estimators: 1, lr: 0.370000
-0010max;-0016mean;0004std;normal;Depth: 1, n_estimators: 1, lr: 0.370000
-0006max;-0008mean;0001std;poly;Depth: 1, n_estimators: 1, lr: 0.380000
-0010max;-0015mean;0003std;normal;Depth: 1, n_estimators: 1, lr: 0.380000
-0006max;-0008mean;0001std;poly;Depth: 1, n_estimators: 1, lr: 0.390000
-0009max;-0014mean;0003std;normal;Depth: 1, n_estimators: 1, lr: 0.390000
-0005max;-0007mean;0001std;poly;Depth: 1, n_estimators: 1, lr: 0.400000
-0008max;-0013mean;0003std;normal;Depth: 1, n_estimators: 1, lr: 0.400000
-0005max;-0007mean;0001std;poly;Depth: 1, n_estimators: 1, lr: 0.410000
-0008max;-0012mean;0003std;normal;Depth: 1, n_estimators: 1, lr: 0.410000
-0004max;-0006mean;0001std;poly;Depth: 1, n_estimators: 1, lr: 0.420000
-0007max;-0012mean;0003std;normal;Depth: 1, n_estimators: 1, lr: 0.420000
-0004max;-0006mean;0001std;poly;Depth: 1, n_estimators: 1, lr: 0.430000
-0007max;-0011mean;0002std;normal;Depth: 1, n_estimators: 1, lr: 0.430000
-0004max;-0005mean;0001std;poly;Depth: 1, n_estimators: 1, lr: 0.440000
-0007max;-0010mean;0002std;normal;Depth: 1, n_estimators: 1, lr: 0.440000
-0004max;-0005mean;0001std;poly;Depth: 1, n_estimators: 1, lr: 0.450000
-0006max;-0010mean;0002std;normal;Depth: 1, n_estimators: 1, lr: 0.450000
-0003max;-0005mean;0001std;poly;Depth: 1, n_estimators: 1, lr: 0.460000
-0006max;-0009mean;0002std;normal;Depth: 1, n_estimators: 1, lr: 0.460000
-0003max;-0004mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.470000
-0005max;-0009mean;0002std;normal;Depth: 1, n_estimators: 1, lr: 0.470000
-0003max;-0004mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.480000
-0005max;-0008mean;0002std;normal;Depth: 1, n_estimators: 1, lr: 0.480000
-0003max;-0004mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.490000
-0005max;-0008mean;0002std;normal;Depth: 1, n_estimators: 1, lr: 0.490000
-0002max;-0003mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.500000
-0005max;-0007mean;0002std;normal;Depth: 1, n_estimators: 1, lr: 0.500000
-0002max;-0003mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.510000
-0004max;-0007mean;0002std;normal;Depth: 1, n_estimators: 1, lr: 0.510000
-0002max;-0003mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.520000
-0004max;-0007mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.520000
-0002max;-0003mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.530000
-0004max;-0006mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.530000
-0002max;-0003mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.540000
-0004max;-0006mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.540000
-0002max;-0002mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.550000
-0003max;-0006mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.550000
-0001max;-0002mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.560000
-0003max;-0005mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.560000
-0001max;-0002mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.570000
-0003max;-0005mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.570000
-0001max;-0002mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.580000
-0003max;-0005mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.580000
-0001max;-0002mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.590000
-0003max;-0005mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.590000
-0001max;-0002mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.600000
-0003max;-0004mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.600000
-0001max;-0002mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.610000
-0002max;-0004mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.610000
-0001max;-0001mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.620000
-0002max;-0004mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.620000
-0001max;-0001mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.630000
-0002max;-0004mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.630000
-0001max;-0001mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.640000
-0002max;-0004mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.640000
-0001max;-0001mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.650000
-0002max;-0003mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.650000
0000max;-0001mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.660000
-0002max;-0003mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.660000
0000max;-0001mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.670000
-0002max;-0003mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.670000
0000max;-0001mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.680000
-0002max;-0003mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.680000
0000max;-0001mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.690000
-0001max;-0003mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.690000
0000max;-0001mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.700000
-0001max;-0003mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.700000
0000max;-0001mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.710000
-0001max;-0003mean;0001std;normal;Depth: 1, n_estimators: 1, lr: 0.710000
0000max;-0001mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.720000
-0001max;-0002mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.720000
0000max;-0001mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.730000
-0001max;-0002mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.730000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.740000
-0001max;-0002mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.740000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.750000
-0001max;-0002mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.750000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.760000
-0001max;-0002mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.760000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.770000
-0001max;-0002mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.770000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.780000
-0001max;-0002mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.780000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.790000
-0001max;-0002mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.790000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.800000
-0001max;-0002mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.800000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.810000
-0001max;-0002mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.810000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.820000
-0001max;-0001mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.820000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.830000
-0001max;-0001mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.830000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.840000
-0001max;-0001mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.840000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.850000
0000max;-0001mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.850000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.860000
0000max;-0001mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.860000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.870000
0000max;-0001mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.870000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.880000
0000max;-0001mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.880000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.890000
0000max;-0001mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.890000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.900000
0000max;-0001mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.900000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.910000
0000max;-0001mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.910000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.920000
0000max;-0001mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.920000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.930000
0000max;-0001mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.930000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.940000
0000max;-0001mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.940000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.950000
0000max;-0001mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.950000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.960000
0000max;-0001mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.960000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.970000
0000max;-0001mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.970000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.980000
0000max;-0001mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.980000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 1, lr: 0.990000
0000max;-0001mean;0000std;normal;Depth: 1, n_estimators: 1, lr: 0.990000
-0126max;-0172mean;0029std;poly;Depth: 1, n_estimators: 11, lr: 0.010000
-0258max;-0390mean;0082std;normal;Depth: 1, n_estimators: 11, lr: 0.010000
-0036max;-0048mean;0009std;poly;Depth: 1, n_estimators: 11, lr: 0.020000
-0073max;-0105mean;0021std;normal;Depth: 1, n_estimators: 11, lr: 0.020000
-0017max;-0022mean;0003std;poly;Depth: 1, n_estimators: 11, lr: 0.030000
-0035max;-0047mean;0009std;normal;Depth: 1, n_estimators: 11, lr: 0.030000
-0009max;-0012mean;0002std;poly;Depth: 1, n_estimators: 11, lr: 0.040000
-0019max;-0026mean;0005std;normal;Depth: 1, n_estimators: 11, lr: 0.040000
-0006max;-0007mean;0001std;poly;Depth: 1, n_estimators: 11, lr: 0.050000
-0013max;-0016mean;0003std;normal;Depth: 1, n_estimators: 11, lr: 0.050000
-0003max;-0005mean;0001std;poly;Depth: 1, n_estimators: 11, lr: 0.060000
-0008max;-0011mean;0002std;normal;Depth: 1, n_estimators: 11, lr: 0.060000
-0002max;-0003mean;0000std;poly;Depth: 1, n_estimators: 11, lr: 0.070000
-0005max;-0008mean;0001std;normal;Depth: 1, n_estimators: 11, lr: 0.070000
-0001max;-0002mean;0000std;poly;Depth: 1, n_estimators: 11, lr: 0.080000
-0004max;-0006mean;0001std;normal;Depth: 1, n_estimators: 11, lr: 0.080000
-0001max;-0001mean;0000std;poly;Depth: 1, n_estimators: 11, lr: 0.090000
-0003max;-0004mean;0001std;normal;Depth: 1, n_estimators: 11, lr: 0.090000
0000max;-0001mean;0000std;poly;Depth: 1, n_estimators: 11, lr: 0.100000
-0002max;-0003mean;0001std;normal;Depth: 1, n_estimators: 11, lr: 0.100000
0000max;-0001mean;0000std;poly;Depth: 1, n_estimators: 11, lr: 0.110000
-0001max;-0002mean;0000std;normal;Depth: 1, n_estimators: 11, lr: 0.110000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 11, lr: 0.120000
-0001max;-0002mean;0000std;normal;Depth: 1, n_estimators: 11, lr: 0.120000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 11, lr: 0.130000
-0001max;-0001mean;0000std;normal;Depth: 1, n_estimators: 11, lr: 0.130000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 11, lr: 0.140000
0000max;-0001mean;0000std;normal;Depth: 1, n_estimators: 11, lr: 0.140000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 11, lr: 0.150000
0000max;-0001mean;0000std;normal;Depth: 1, n_estimators: 11, lr: 0.150000
0000max;0000mean;0000std;poly;Depth: 1, n_estimators: 11, lr: 0.160000
0000max;0000mean;0000std;normal;Depth: 1, n_estimators: 11, lr: 0.160000
-10629max;-14576mean;2383std;poly;Depth: 3, n_estimators: 1, lr: 0.010000
-10629max;-14576mean;2383std;normal;Depth: 3, n_estimators: 1, lr: 0.010000
-2614max;-3594mean;0591std;poly;Depth: 3, n_estimators: 1, lr: 0.020000
-2614max;-3594mean;0591std;normal;Depth: 3, n_estimators: 1, lr: 0.020000
-1142max;-1575mean;0261std;poly;Depth: 3, n_estimators: 1, lr: 0.030000
-1142max;-1575mean;0261std;normal;Depth: 3, n_estimators: 1, lr: 0.030000
-0632max;-0873mean;0146std;poly;Depth: 3, n_estimators: 1, lr: 0.040000
-0632max;-0873mean;0146std;normal;Depth: 3, n_estimators: 1, lr: 0.040000
-0397max;-0551mean;0092std;poly;Depth: 3, n_estimators: 1, lr: 0.050000
-0397max;-0551mean;0092std;normal;Depth: 3, n_estimators: 1, lr: 0.050000
-0271max;-0377mean;0064std;poly;Depth: 3, n_estimators: 1, lr: 0.060000
-0271max;-0377mean;0064std;normal;Depth: 3, n_estimators: 1, lr: 0.060000
-0195max;-0273mean;0046std;poly;Depth: 3, n_estimators: 1, lr: 0.070000
-0195max;-0273mean;0046std;normal;Depth: 3, n_estimators: 1, lr: 0.070000
-0147max;-0206mean;0035std;poly;Depth: 3, n_estimators: 1, lr: 0.080000
-0147max;-0206mean;0035std;normal;Depth: 3, n_estimators: 1, lr: 0.080000
-0114max;-0160mean;0027std;poly;Depth: 3, n_estimators: 1, lr: 0.090000
-0114max;-0160mean;0027std;normal;Depth: 3, n_estimators: 1, lr: 0.090000
-0090max;-0127mean;0022std;poly;Depth: 3, n_estimators: 1, lr: 0.100000
-0090max;-0127mean;0022std;normal;Depth: 3, n_estimators: 1, lr: 0.100000
-0073max;-0104mean;0018std;poly;Depth: 3, n_estimators: 1, lr: 0.110000
-0073max;-0104mean;0018std;normal;Depth: 3, n_estimators: 1, lr: 0.110000
-0060max;-0086mean;0015std;poly;Depth: 3, n_estimators: 1, lr: 0.120000
-0060max;-0086mean;0015std;normal;Depth: 3, n_estimators: 1, lr: 0.120000
-0050max;-0072mean;0013std;poly;Depth: 3, n_estimators: 1, lr: 0.130000
-0050max;-0072mean;0013std;normal;Depth: 3, n_estimators: 1, lr: 0.130000
-0042max;-0061mean;0011std;poly;Depth: 3, n_estimators: 1, lr: 0.140000
-0042max;-0061mean;0011std;normal;Depth: 3, n_estimators: 1, lr: 0.140000
-0036max;-0052mean;0009std;poly;Depth: 3, n_estimators: 1, lr: 0.150000
-0036max;-0052mean;0009std;normal;Depth: 3, n_estimators: 1, lr: 0.150000
-0031max;-0045mean;0008std;poly;Depth: 3, n_estimators: 1, lr: 0.160000
-0031max;-0045mean;0008std;normal;Depth: 3, n_estimators: 1, lr: 0.160000
-0027max;-0039mean;0007std;poly;Depth: 3, n_estimators: 1, lr: 0.170000
-0027max;-0039mean;0007std;normal;Depth: 3, n_estimators: 1, lr: 0.170000
-0023max;-0034mean;0006std;poly;Depth: 3, n_estimators: 1, lr: 0.180000
-0023max;-0034mean;0006std;normal;Depth: 3, n_estimators: 1, lr: 0.180000
-0020max;-0030mean;0005std;poly;Depth: 3, n_estimators: 1, lr: 0.190000
-0020max;-0030mean;0005std;normal;Depth: 3, n_estimators: 1, lr: 0.190000
-0018max;-0027mean;0005std;poly;Depth: 3, n_estimators: 1, lr: 0.200000
-0018max;-0027mean;0005std;normal;Depth: 3, n_estimators: 1, lr: 0.200000
-0016max;-0024mean;0004std;poly;Depth: 3, n_estimators: 1, lr: 0.210000
-0016max;-0024mean;0004std;normal;Depth: 3, n_estimators: 1, lr: 0.210000
-0014max;-0021mean;0004std;poly;Depth: 3, n_estimators: 1, lr: 0.220000
-0014max;-0021mean;0004std;normal;Depth: 3, n_estimators: 1, lr: 0.220000
-0012max;-0019mean;0003std;poly;Depth: 3, n_estimators: 1, lr: 0.230000
-0012max;-0019mean;0003std;normal;Depth: 3, n_estimators: 1, lr: 0.230000
-0011max;-0017mean;0003std;poly;Depth: 3, n_estimators: 1, lr: 0.240000
-0011max;-0017mean;0003std;normal;Depth: 3, n_estimators: 1, lr: 0.240000
-0010max;-0015mean;0003std;poly;Depth: 3, n_estimators: 1, lr: 0.250000
-0010max;-0015mean;0003std;normal;Depth: 3, n_estimators: 1, lr: 0.250000
-0009max;-0014mean;0002std;poly;Depth: 3, n_estimators: 1, lr: 0.260000
-0009max;-0014mean;0002std;normal;Depth: 3, n_estimators: 1, lr: 0.260000
-0008max;-0012mean;0002std;poly;Depth: 3, n_estimators: 1, lr: 0.270000
-0008max;-0012mean;0002std;normal;Depth: 3, n_estimators: 1, lr: 0.270000
-0007max;-0011mean;0002std;poly;Depth: 3, n_estimators: 1, lr: 0.280000
-0007max;-0011mean;0002std;normal;Depth: 3, n_estimators: 1, lr: 0.280000
-0006max;-0010mean;0002std;poly;Depth: 3, n_estimators: 1, lr: 0.290000
-0006max;-0010mean;0002std;normal;Depth: 3, n_estimators: 1, lr: 0.290000
-0006max;-0009mean;0002std;poly;Depth: 3, n_estimators: 1, lr: 0.300000
-0006max;-0009mean;0002std;normal;Depth: 3, n_estimators: 1, lr: 0.300000
-0005max;-0008mean;0002std;poly;Depth: 3, n_estimators: 1, lr: 0.310000
-0005max;-0008mean;0002std;normal;Depth: 3, n_estimators: 1, lr: 0.310000
-0005max;-0008mean;0001std;poly;Depth: 3, n_estimators: 1, lr: 0.320000
-0005max;-0008mean;0001std;normal;Depth: 3, n_estimators: 1, lr: 0.320000
-0004max;-0007mean;0001std;poly;Depth: 3, n_estimators: 1, lr: 0.330000
-0004max;-0007mean;0001std;normal;Depth: 3, n_estimators: 1, lr: 0.330000
-0004max;-0006mean;0001std;poly;Depth: 3, n_estimators: 1, lr: 0.340000
-0004max;-0006mean;0001std;normal;Depth: 3, n_estimators: 1, lr: 0.340000
-0003max;-0006mean;0001std;poly;Depth: 3, n_estimators: 1, lr: 0.350000
-0003max;-0006mean;0001std;normal;Depth: 3, n_estimators: 1, lr: 0.350000
-0003max;-0005mean;0001std;poly;Depth: 3, n_estimators: 1, lr: 0.360000
-0003max;-0005mean;0001std;normal;Depth: 3, n_estimators: 1, lr: 0.360000
-0003max;-0005mean;0001std;poly;Depth: 3, n_estimators: 1, lr: 0.370000
-0003max;-0005mean;0001std;normal;Depth: 3, n_estimators: 1, lr: 0.370000
-0002max;-0005mean;0001std;poly;Depth: 3, n_estimators: 1, lr: 0.380000
-0002max;-0005mean;0001std;normal;Depth: 3, n_estimators: 1, lr: 0.380000
-0002max;-0004mean;0001std;poly;Depth: 3, n_estimators: 1, lr: 0.390000
-0002max;-0004mean;0001std;normal;Depth: 3, n_estimators: 1, lr: 0.390000
-0002max;-0004mean;0001std;poly;Depth: 3, n_estimators: 1, lr: 0.400000
-0002max;-0004mean;0001std;normal;Depth: 3, n_estimators: 1, lr: 0.400000
-0002max;-0003mean;0001std;poly;Depth: 3, n_estimators: 1, lr: 0.410000
-0002max;-0003mean;0001std;normal;Depth: 3, n_estimators: 1, lr: 0.410000
-0002max;-0003mean;0001std;poly;Depth: 3, n_estimators: 1, lr: 0.420000
-0002max;-0003mean;0001std;normal;Depth: 3, n_estimators: 1, lr: 0.420000
-0001max;-0003mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.430000
-0001max;-0003mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.430000
-0001max;-0003mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.440000
-0001max;-0003mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.440000
-0001max;-0002mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.450000
-0001max;-0002mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.450000
-0001max;-0002mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.460000
-0001max;-0002mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.460000
-0001max;-0002mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.470000
-0001max;-0002mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.470000
-0001max;-0002mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.480000
-0001max;-0002mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.480000
